city_id,city_name,city_slug,country_id,country_name,country_slug,location_id,location_name,location_slug
c950669,Batavia,batavia-indonesia,ID,Indonesia,indonesia,120749654761937,Masjid Istiqlal Jakarta,masjid-istiqlal-jakarta
c950669,Batavia,batavia-indonesia,ID,Indonesia,indonesia,72607750,Puncak Monas,puncak-monas
c950669,Batavia,batavia-indonesia,ID,Indonesia,indonesia,114934191911838,Stasiun Gambir chuy,stasiun-gambir-chuy
c950669,Batavia,batavia-indonesia,ID,Indonesia,indonesia,548905045290436,URBEX,urbex
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,1017874754,CLASSIC12,classic12
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,295668694,Bangkok Hospital Hatyai,bangkok-hospital-hatyai
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,218591686,Hatyaiwittayalai School,hatyaiwittayalai-school
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,279049261,Nectra Pub,nectra-pub
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,1601479086825956,KENTA HATYAI,kenta-hatyai
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,1103966996436854,POINT Coffee Space,point-coffee-space
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,5329726,\u0e23\u0e49\u0e32\u0e19\u0e08\u0e34\u0e49\u0e21\u0e08\u0e38\u0e48\u0e21\u0e2a\u0e38\u0e42\u0e02\u0e17\u0e31\u0e22,"""},{"
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,308651244,Chalee Coffee Shop - \u0e0a\u0e32\u0e25\u0e351,chalee-coffee-shop-1
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,1030250996,Cleancafe,cleancafe
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,897949310363676,Mayan Bar Hatyai,mayan-bar-hatyai
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,440554403,\u0e23\u0e49\u0e32\u0e19\u0e21\u0e32\u0e40\u0e21\u0e0b\u0e07,"""},{"
c2248544,Ban Kohong,ban-kohong-thailand,TH,Thailand,thailand,985662738,Ezprezzo CAFE,ezprezzo-cafe
c770296,Madeleine,madeleine-france,FR,France,france,328067016,Centre Ville DAvignon,centre-ville-davignon
c770296,Madeleine,madeleine-france,FR,France,france,241248021,Hotel dEurope - Restaurant la Vieille Fontaine,hotel-deurope-restaurant-la-vieille-fontaine
c770296,Madeleine,madeleine-france,FR,France,france,240881097,Rue de la R\u00e9publique (Avignon),rue-de-la-republique-avignon
c770296,Madeleine,madeleine-france,FR,France,france,240027958,"Saint Joseph, Avignon",saint-joseph-avignon
c770296,Madeleine,madeleine-france,FR,France,france,249905362,Gare dAvignon-Centre,gare-davignon-centre
c770296,Madeleine,madeleine-france,FR,France,france,287111814,Graphicaderme,graphicaderme
c770296,Madeleine,madeleine-france,FR,France,france,266544979,Avignon Center,avignon-center
c770296,Madeleine,madeleine-france,FR,France,france,4851697,"Mus\u00e9e du Petit Palais, Avignon",musee-du-petit-palais-avignon
c770296,Madeleine,madeleine-france,FR,France,france,3730489,Hotel Cloitre Saint Louis,hotel-cloitre-saint-louis
